rID,genes,ec,reaction,kegg,reaction_form,Pathway,evid/relia,comment 
R272,slr0608,3.6.1.31,1-(5-Phospho-D-ribosyl)-ATP_[cyt] + H2O_[cyt] => Phosphoribosyl-AMP_[cyt] + Diphosphate_[cyt],R04035,C02739_[cyt] + C00001_[cyt] => C02741_[cyt] + C00013_[cyt],Histidine,A,
R273,slr0608,3.5.4.19,Phosphoribosyl-AMP_[cyt] + H2O_[cyt] => 5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)- imidazole-4-carboxamide_[cyt],R04037,C02741_[cyt] + C00001_[cyt] => C04896_[cyt],Histidine,A,
R274,slr0652,5.3.1.16,5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)- imidazole-4-carboxamide_[cyt] => N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D- ribosyl)-4-imidazolecarboxamide_[cyt],R04640,C04896_[cyt] => C04916_[cyt],Histidine,A,
R275,sll1893,4.1.3.-,N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D- ribosyl)-4-imidazolecarboxamide_[cyt] + L-Glutamine_[cyt] => D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate_[cyt] + 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide_[cyt] + L-Glutamate_,R04558,C04916_[cyt] + C00064_[cyt] => C04666_[cyt] + C04677_[cyt] + C00025_[cyt],Histidine,A,
R276,slr0084,2.4.2.-,N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D- ribosyl)-4-imidazolecarboxamide_[cyt] + L-Glutamine_[cyt] => D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate_[cyt] + 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide_[cyt] + L-Glutamate_,R04558,C04916_[cyt] + C00064_[cyt] => C04666_[cyt] + C04677_[cyt] + C00025_[cyt],Histidine,A,
R277,slr0500,4.2.1.19,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate_[cyt] => 3-(Imidazol-4-yl)-2-oxopropyl phosphate_[cyt] + H2O_[cyt],R03457,C04666_[cyt] => C01267_[cyt] + C00001_[cyt],Histidine,A,
R278,sll1958,2.6.1.9,L-Histidinol phosphate_[cyt] + 2-Oxoglutarate_[cyt] <=> 3-(Imidazol-4-yl)-2-oxopropyl phosphate_[cyt] + L-Glutamate_[cyt],R03243,C01100_[cyt] + C00026_[cyt] <=> C01267_[cyt] + C00025_[cyt],Histidine,A,
R279,sll0084,3.1.3.15,L-Histidinol phosphate_[cyt] + H2O_[cyt] => L-Histidinol_[cyt] + Orthophosphate_[cyt],R03013,C01100_[cyt] + C00001_[cyt] => C00860_[cyt] + C00009_[cyt],Histidine,C,"BLAST search: 56 % identity, 189 score and E-value e-49 to hisB from Cyanothece sp. ATCC 51142"
R280,slr0682,1.1.1.23,L-Histidinol_[cyt] + NAD+_[cyt] => L-Histidinal_[cyt] + NADH_[cyt] + H+_[cyt],R03012,C00860_[cyt] + C00003_[cyt] => C01929_[cyt] + C00004_[cyt] + C00080_[cyt],Histidine,A,
R281,slr1848,1.1.1.23,L-Histidinol_[cyt] + NAD+_[cyt] => L-Histidinal_[cyt] + NADH_[cyt] + H+_[cyt],R03012,C00860_[cyt] + C00003_[cyt] => C01929_[cyt] + C00004_[cyt] + C00080_[cyt],Histidine,A,
R282,slr0682,1.1.1.23,L-Histidinal_[cyt] + H2O_[cyt] + NAD+_[cyt] => L-Histidine_[cyt] + NADH_[cyt] + H+_[cyt],R01163,C01929_[cyt] + C00001_[cyt] + C00003_[cyt] => C00135_[cyt] + C00004_[cyt] + C00080_[cyt],Histidine,A,
R283,slr1848,1.1.1.23,L-Histidinal_[cyt] + H2O_[cyt] + NAD+_[cyt] => L-Histidine_[cyt] + NADH_[cyt] + H+_[cyt],R01163,C01929_[cyt] + C00001_[cyt] + C00003_[cyt] => C00135_[cyt] + C00004_[cyt] + C00080_[cyt],Histidine,A,
R284,"sll0065, sll1981, slr2088",2.2.1.6,Pyruvate_[cyt] + Thiamin diphosphate_[cyt] => 2-(alpha-Hydroxyethyl)thiamine diphosphate_[cyt] + CO2_[cyt],R00014,C00022_[cyt] + C00068_[cyt] => C05125_[cyt] + C00011_[cyt],"Isoleucine, Leucine and Valine",A,
R285,"sll0065, sll1981, slr2088",2.2.1.6,2-Acetolactate_[cyt] + Thiamin diphosphate_[cyt] <= 2-(alpha-Hydroxyethyl)thiamine diphosphate_[cyt] + Pyruvate_[cyt],R03050,C00900_[cyt] + C00068_[cyt] <= C05125_[cyt] + C00022_[cyt],"Isoleucine, Leucine and Valine",A,
R286,"sll0065, sll1981, slr2088",2.2.1.6,2-Oxobutanoate_[cyt] + 2-(alpha-Hydroxyethyl)thiamine diphosphate_[cyt] => (S)-2-Aceto-2-hydroxybutanoate_[cyt] + Thiamin diphosphate_[cyt],R04673,C00109_[cyt] + C05125_[cyt] => C06006_[cyt] + C00068_[cyt],"Isoleucine, Leucine and Valine",A,
R287,sll1363,1.1.1.86,"2-Acetolactate_[cyt] + NADPH_[cyt] + H+_[cyt] => 2,3-Dihydroxy-3-methylbutanoate_[cyt] + NADP+_[cyt]",R03051,C00900_[cyt] + C00005_[cyt] + C00080_[cyt] => C04039_[cyt] + C00006_[cyt],"Isoleucine, Leucine and Valine",A,
R288,sll1363,1.1.1.86,(S)-2-Aceto-2-hydroxybutanoate_[cyt] => (R)-3-Hydroxy-3-methyl-2-oxopentanoate_[cyt],R05069,C06006_[cyt] => C14463_[cyt],"Isoleucine, Leucine and Valine",A,
R289,sll1363,1.1.1.86,"(R)-2,3-Dihydroxy-3-methylpentanoate_[cyt] + NADP+_[cyt] <= (R)-3-Hydroxy-3-methyl-2-oxopentanoate_[cyt] + NADPH_[cyt] + H+_[cyt]",R05068,C06007_[cyt] + C00006_[cyt] <= C14463_[cyt] + C00005_[cyt] + C00080_[cyt],"Isoleucine, Leucine and Valine",A,
R290,slr0452,4.2.1.9,"2,3-Dihydroxy-3-methylbutanoate_[cyt] => 3-Methyl-2-oxobutanoic acid_[cyt] + H2O_[cyt]",R01209,C04039_[cyt] => C00141_[cyt] + C00001_[cyt],"Isoleucine, Leucine and Valine",A,
R291,slr0452,4.2.1.9,"(R)-2,3-Dihydroxy-3-methylpentanoate_[cyt] => (S)-3-Methyl-2-oxopentanoic acid_[cyt] + H2O_[cyt]",R05070,C06007_[cyt] => C00671_[cyt] + C00001_[cyt],"Isoleucine, Leucine and Valine",A,
R292,slr0032,2.6.1.42,L-Leucine_[cyt] + 2-Oxoglutarate_[cyt] <=> 4-Methyl-2-oxopentanoate_[cyt] + L-Glutamate_[cyt],R01090,C00123_[cyt] + C00026_[cyt] <=> C00233_[cyt] + C00025_[cyt],"Isoleucine, Leucine and Valine",A,
R293,slr0032,2.6.1.42,L-Valine_[cyt] + 2-Oxoglutarate_[cyt] <=> 3-Methyl-2-oxobutanoic acid_[cyt] + L-Glutamate_[cyt],R01214,C00183_[cyt] + C00026_[cyt] <=> C00141_[cyt] + C00025_[cyt],"Isoleucine, Leucine and Valine",A,
R294,slr0032,2.6.1.42,L-Isoleucine_[cyt] + 2-Oxoglutarate_[cyt] <=> (S)-3-Methyl-2-oxopentanoic acid_[cyt] + L-Glutamate_[cyt],R02199,C00407_[cyt] + C00026_[cyt] <=> C00671_[cyt] + C00025_[cyt],"Isoleucine, Leucine and Valine",A,
R295,sll1564,2.3.3.13,(2S)-2-Isopropylmalate_[cyt] + CoA_[cyt] <= Acetyl-CoA_[cyt] + 3-Methyl-2-oxobutanoic acid_[cyt] + H2O_[cyt],R01213,C02504_[cyt] + C00010_[cyt] <= C00024_[cyt] + C00141_[cyt] + C00001_[cyt],"Isoleucine, Leucine and Valine",A,
R296,slr0186,2.3.3.13,(2S)-2-Isopropylmalate_[cyt] + CoA_[cyt] <= Acetyl-CoA_[cyt] + 3-Methyl-2-oxobutanoic acid_[cyt] + H2O_[cyt],R01213,C02504_[cyt] + C00010_[cyt] <= C00024_[cyt] + C00141_[cyt] + C00001_[cyt],"Isoleucine, Leucine and Valine",A,
R297,"sll1444, sll1470",4.2.1.33,(2S)-2-Isopropylmalate_[cyt] => 2-Isopropylmaleate_[cyt] + H2O_[cyt],R03968,C02504_[cyt] => C02631_[cyt] + C00001_[cyt],"Isoleucine, Leucine and Valine",A,
R298,"sll1444, sll1470",4.2.1.33,"(2R,3S)-3-Isopropylmalate_[cyt] <= 2-Isopropylmaleate_[cyt] + H2O_[cyt]",R04001,C04411_[cyt] <= C02631_[cyt] + C00001_[cyt],"Isoleucine, Leucine and Valine",A,
R299,slr1517,1.1.1.85,"(2R,3S)-3-Isopropylmalate_[cyt] + NAD+_[cyt] => (2S)-2-Isopropyl-3-oxosuccinate_[cyt] + NADH_[cyt] + H+_[cyt]",R04426,C04411_[cyt] + C00003_[cyt] => C04236_[cyt] + C00004_[cyt] + C00080_[cyt],"Isoleucine, Leucine and Valine",A,
R300,-,-,4-Methyl-2-oxopentanoate_[cyt] + CO2_[cyt] <= (2S)-2-Isopropyl-3-oxosuccinate_[cyt],R01652,C00233_[cyt] + C00011_[cyt] <= C04236_[cyt],"Isoleucine, Leucine and Valine",A,
R301,sll1564 or slr0186,2.3.1.182,Acetyl-CoA_[cyt] + Pyruvate_[cyt] + H2O_[cyt] => (R)-2-Methylmalate_[cyt] + CoA_[cyt],R07399,C00024_[cyt] + C00022_[cyt] + C00001_[cyt] => C02612_[cyt] + C00010_[cyt],"Isoleucine, Leucine and Valine",B,Wu et al. 2010
R302,"sll1444, sll1470",4.2.1.35,(R)-2-Methylmalate_[cyt] <=> 2-Methylmaleate_[cyt] + H2O_[cyt],R03896,C02612_[cyt] <=> C02226_[cyt] + C00001_[cyt],"Isoleucine, Leucine and Valine",A,
R303,"sll1444, sll1470",-,2-Methylmaleate_[cyt] + H2O_[cyt] <=> D-erythro-3-Methylmalate_[cyt],R03898,C02226_[cyt] + C00001_[cyt] <=> C06032_[cyt],"Isoleucine, Leucine and Valine",A,
R304,slr1517,1.1.1.85,2-Oxobutanoate_[cyt] + CO2_[cyt] + NADH_[cyt] + H+_[cyt] <= D-erythro-3-Methylmalate_[cyt] + NAD+_[cyt],R00994,C00109_[cyt] + C00011_[cyt] + C00004_[cyt] + C00080_[cyt] <= C06032_[cyt] + C00003_[cyt],"Isoleucine, Leucine and Valine",A,
R305,sll1722,5.5.1.4,D-Glucose 6-phosphate_[cyt] => 1D-myo-Inositol 3-phosphate_[cyt],R07324,C00092_[cyt] => C04006_[cyt],Inositol,B,Chatterje et al. 2004
R306,sll1981,5.5.1.4,D-Glucose 6-phosphate_[cyt] => 1D-myo-Inositol 3-phosphate_[cyt],R07324,C00092_[cyt] => C04006_[cyt],Inositol,B,Chatterje et al. 2006
R307,sll1329,3.1.3.25,1D-myo-Inositol 3-phosphate_[cyt] + H2O_[cyt] => myo-Inositol_[cyt] + Orthophosphate_[cyt],R01187,C04006_[cyt] + C00001_[cyt] => C00137_[cyt] + C00009_[cyt],Inositol,A,
R308,sll1383,3.1.3.25,1D-myo-Inositol 3-phosphate_[cyt] + H2O_[cyt] => myo-Inositol_[cyt] + Orthophosphate_[cyt],R01187,C04006_[cyt] + C00001_[cyt] => C00137_[cyt] + C00009_[cyt],Inositol,A,Patra et al. 2006
R309,sll1959,3.1.3.25,1D-myo-Inositol 3-phosphate_[cyt] + H2O_[cyt] => myo-Inositol_[cyt] + Orthophosphate_[cyt],R01187,C04006_[cyt] + C00001_[cyt] => C00137_[cyt] + C00009_[cyt],Inositol,B,Patra et al. 2006
R310,slr1511,2.3.1.180,Acetyl-CoA_[cyt] + Acyl-carrier protein_[cyt] => CoA_[cyt] + Acetyl-[acp]_[cyt],R01624,C00024_[cyt] + C00229_[cyt] => C00010_[cyt] + C03939_[cyt],Lipid,A,
R311,slr1332,2.3.1.179,Acetyl-[acp]_[cyt] + Malonyl-[acp]_[cyt] => Acetoacetyl-[acp]_[cyt] + CO2_[cyt] + Acyl-carrier protein_[cyt],R04355,C03939_[cyt] + C01209_[cyt] => C05744_[cyt] + C00011_[cyt] + C00229_[cyt],Lipid,A,
R312,slr1511,2.3.1.180,Acetyl-[acp]_[cyt] + Malonyl-[acp]_[cyt] => Acetoacetyl-[acp]_[cyt] + CO2_[cyt] + Acyl-carrier protein_[cyt],R04355,C03939_[cyt] + C01209_[cyt] => C05744_[cyt] + C00011_[cyt] + C00229_[cyt],Lipid,A,
R313,sll1069,2.3.1.179,Acetyl-[acp]_[cyt] + Malonyl-[acp]_[cyt] => Acetoacetyl-[acp]_[cyt] + CO2_[cyt] + Acyl-carrier protein_[cyt],R04355,C03939_[cyt] + C01209_[cyt] => C05744_[cyt] + C00011_[cyt] + C00229_[cyt],Lipid,A,
R314,"sll0053, sll0336, sll0728, slr0435",6.4.1.2,ATP_[cyt] + Acetyl-CoA_[cyt] + HCO3-_[cyt] + H+_[cyt] => ADP_[cyt] + Orthophosphate_[cyt] + Malonyl-CoA_[cyt],R00742,C00002_[cyt] + C00024_[cyt] + C00288_[cyt] + C00080_[cyt] => C00008_[cyt] + C00009_[cyt] + C00083_[cyt],Lipid,A,
R315,slr2023,2.3.1.39,Malonyl-CoA_[cyt] + Acyl-carrier protein_[cyt] => CoA_[cyt] + Malonyl-[acp]_[cyt],R01626,C00083_[cyt] + C00229_[cyt] => C00010_[cyt] + C01209_[cyt],Lipid,A,
R316,sll1069,2.3.1.179,Butyryl-[acp]_[cyt] + Malonyl-[acp]_[cyt] => 3-Oxohexanoyl-[acp]_[cyt] + CO2_[cyt] + Acyl-carrier protein_[cyt],R04952,C05745_[cyt] + C01209_[cyt] => C05746_[cyt] + C00011_[cyt] + C00229_[cyt],Lipid,A,
R317,slr1332,2.3.1.179,Butyryl-[acp]_[cyt] + Malonyl-[acp]_[cyt] => 3-Oxohexanoyl-[acp]_[cyt] + CO2_[cyt] + Acyl-carrier protein_[cyt],R04952,C05745_[cyt] + C01209_[cyt] => C05746_[cyt] + C00011_[cyt] + C00229_[cyt],Lipid,A,
R318,sll1069,2.3.1.179,Hexanoyl-[acp]_[cyt] + Malonyl-[acp]_[cyt] => 3-Oxooctanoyl-[acp]_[cyt] + CO2_[cyt] + Acyl-carrier protein_[cyt],R04957,C05749_[cyt] + C01209_[cyt] => C05750_[cyt] + C00011_[cyt] + C00229_[cyt],Lipid,A,
R319,slr1332,2.3.1.179,Hexanoyl-[acp]_[cyt] + Malonyl-[acp]_[cyt] => 3-Oxooctanoyl-[acp]_[cyt] + CO2_[cyt] + Acyl-carrier protein_[cyt],R04957,C05749_[cyt] + C01209_[cyt] => C05750_[cyt] + C00011_[cyt] + C00229_[cyt],Lipid,A,
R320,sll1069,2.3.1.179,Octanoyl-[acp]_[cyt] + Malonyl-[acp]_[cyt] => 3-Oxodecanoyl-[acp]_[cyt] + CO2_[cyt] + Acyl-carrier protein_[cyt],R04960,C05752_[cyt] + C01209_[cyt] => C05753_[cyt] + C00011_[cyt] + C00229_[cyt],Lipid,A,
R321,slr1332,2.3.1.179,Octanoyl-[acp]_[cyt] + Malonyl-[acp]_[cyt] => 3-Oxodecanoyl-[acp]_[cyt] + CO2_[cyt] + Acyl-carrier protein_[cyt],R04960,C05752_[cyt] + C01209_[cyt] => C05753_[cyt] + C00011_[cyt] + C00229_[cyt],Lipid,A,
R322,sll1069,2.3.1.179,Decanoyl-[acp]_[cyt] + Malonyl-[acp]_[cyt] => 3-Oxododecanoyl-[acp]_[cyt] + CO2_[cyt] + Acyl-carrier protein_[cyt],R04963,C05755_[cyt] + C01209_[cyt] => C05756_[cyt] + C00011_[cyt] + C00229_[cyt],Lipid,A,
R323,slr1332,2.3.1.179,Decanoyl-[acp]_[cyt] + Malonyl-[acp]_[cyt] => 3-Oxododecanoyl-[acp]_[cyt] + CO2_[cyt] + Acyl-carrier protein_[cyt],R04963,C05755_[cyt] + C01209_[cyt] => C05756_[cyt] + C00011_[cyt] + C00229_[cyt],Lipid,A,
R324,sll1069,2.3.1.179,Dodecanoyl-[acp]_[cyt] + Malonyl-[acp]_[cyt] => 3-Oxotetradecanoyl-[acp]_[cyt] + CO2_[cyt] + Acyl-carrier protein_[cyt],R04726,C05223_[cyt] + C01209_[cyt] => C05759_[cyt] + C00011_[cyt] + C00229_[cyt],Lipid,A,
R325,slr1332,2.3.1.179,Dodecanoyl-[acp]_[cyt] + Malonyl-[acp]_[cyt] => 3-Oxotetradecanoyl-[acp]_[cyt] + CO2_[cyt] + Acyl-carrier protein_[cyt],R04726,C05223_[cyt] + C01209_[cyt] => C05759_[cyt] + C00011_[cyt] + C00229_[cyt],Lipid,A,
R326,sll1069,2.3.1.179,Tetradecanoyl-[acp]_[cyt] + Malonyl-[acp]_[cyt] => 3-Oxohexadecanoyl-[acp]_[cyt] + CO2_[cyt] + Acyl-carrier protein_[cyt],R04968,C05761_[cyt] + C01209_[cyt] => C05762_[cyt] + C00011_[cyt] + C00229_[cyt],Lipid,A,
R327,slr1332,2.3.1.179,Tetradecanoyl-[acp]_[cyt] + Malonyl-[acp]_[cyt] => 3-Oxohexadecanoyl-[acp]_[cyt] + CO2_[cyt] + Acyl-carrier protein_[cyt],R04968,C05761_[cyt] + C01209_[cyt] => C05762_[cyt] + C00011_[cyt] + C00229_[cyt],Lipid,A,
R328,sll1069,2.3.1.179,Hexadecanoyl-[acp]_[cyt] + Malonyl-[acp]_[cyt] => 3-Oxostearoyl-[acp]_[cyt] + Acyl-carrier protein_[cyt] + CO2_[cyt],R07762,C05764_[cyt] + C01209_[cyt] => C16219_[cyt] + C00229_[cyt] + C00011_[cyt],Lipid,A,
R329,slr1332,2.3.1.179,Hexadecanoyl-[acp]_[cyt] + Malonyl-[acp]_[cyt] => 3-Oxostearoyl-[acp]_[cyt] + Acyl-carrier protein_[cyt] + CO2_[cyt],R07762,C05764_[cyt] + C01209_[cyt] => C16219_[cyt] + C00229_[cyt] + C00011_[cyt],Lipid,A,
R330,slr0886,1.1.1.100,(3R)-3-Hydroxybutanoyl-[acp]_[cyt] + NADP+_[cyt] <=> Acetoacetyl-[acp]_[cyt] + NADPH_[cyt] + H+_[cyt],R04533,C04618_[cyt] + C00006_[cyt] <=> C05744_[cyt] + C00005_[cyt] + C00080_[cyt],Lipid,A,
R331,sll0330,1.1.1.100,(3R)-3-Hydroxybutanoyl-[acp]_[cyt] + NADP+_[cyt] <=> Acetoacetyl-[acp]_[cyt] + NADPH_[cyt] + H+_[cyt],R04533,C04618_[cyt] + C00006_[cyt] <=> C05744_[cyt] + C00005_[cyt] + C00080_[cyt],Lipid,A,
R332,sll5079,1.1.1.100,(3R)-3-Hydroxybutanoyl-[acp]_[cyt] + NADP+_[cyt] <=> Acetoacetyl-[acp]_[cyt] + NADPH_[cyt] + H+_[cyt],R04533,C04618_[cyt] + C00006_[cyt] <=> C05744_[cyt] + C00005_[cyt] + C00080_[cyt],Lipid,A,
R333,slr0886,1.1.1.100,(R)-3-Hydroxyhexanoyl-[acp]_[cyt] + NADP+_[cyt] <=> 3-Oxohexanoyl-[acp]_[cyt] + NADPH_[cyt] + H+_[cyt],R04953,C05747_[cyt] + C00006_[cyt] <=> C05746_[cyt] + C00005_[cyt] + C00080_[cyt],Lipid,A,
R334,sll0330,1.1.1.100,(R)-3-Hydroxyhexanoyl-[acp]_[cyt] + NADP+_[cyt] <=> 3-Oxohexanoyl-[acp]_[cyt] + NADPH_[cyt] + H+_[cyt],R04953,C05747_[cyt] + C00006_[cyt] <=> C05746_[cyt] + C00005_[cyt] + C00080_[cyt],Lipid,A,
R335,sll5079,1.1.1.100,(R)-3-Hydroxyhexanoyl-[acp]_[cyt] + NADP+_[cyt] <=> 3-Oxohexanoyl-[acp]_[cyt] + NADPH_[cyt] + H+_[cyt],R04953,C05747_[cyt] + C00006_[cyt] <=> C05746_[cyt] + C00005_[cyt] + C00080_[cyt],Lipid,A,
R336,slr0886,1.1.1.100,(3R)-3-Hydroxyoctanoyl-[acp]_[cyt] + NADP+_[cyt] <=> 3-Oxooctanoyl-[acp]_[cyt] + NADPH_[cyt] + H+_[cyt],R04536,C04620_[cyt] + C00006_[cyt] <=> C05750_[cyt] + C00005_[cyt] + C00080_[cyt],Lipid,A,
R337,sll0330,1.1.1.100,(3R)-3-Hydroxyoctanoyl-[acp]_[cyt] + NADP+_[cyt] <=> 3-Oxooctanoyl-[acp]_[cyt] + NADPH_[cyt] + H+_[cyt],R04536,C04620_[cyt] + C00006_[cyt] <=> C05750_[cyt] + C00005_[cyt] + C00080_[cyt],Lipid,A,
R338,sll5079,1.1.1.100,(3R)-3-Hydroxyoctanoyl-[acp]_[cyt] + NADP+_[cyt] <=> 3-Oxooctanoyl-[acp]_[cyt] + NADPH_[cyt] + H+_[cyt],R04536,C04620_[cyt] + C00006_[cyt] <=> C05750_[cyt] + C00005_[cyt] + C00080_[cyt],Lipid,A,
R339,slr0886,1.1.1.100,(3R)-3-Hydroxydecanoyl-[acp]_[cyt] + NADP+_[cyt] <=> 3-Oxodecanoyl-[acp]_[cyt] + NADPH_[cyt] + H+_[cyt],R04534,C04619_[cyt] + C00006_[cyt] <=> C05753_[cyt] + C00005_[cyt] + C00080_[cyt],Lipid,A,
R340,sll0330,1.1.1.100,(3R)-3-Hydroxydecanoyl-[acp]_[cyt] + NADP+_[cyt] <=> 3-Oxodecanoyl-[acp]_[cyt] + NADPH_[cyt] + H+_[cyt],R04534,C04619_[cyt] + C00006_[cyt] <=> C05753_[cyt] + C00005_[cyt] + C00080_[cyt],Lipid,A,
R341,sll5079,1.1.1.100,(3R)-3-Hydroxydecanoyl-[acp]_[cyt] + NADP+_[cyt] <=> 3-Oxodecanoyl-[acp]_[cyt] + NADPH_[cyt] + H+_[cyt],R04534,C04619_[cyt] + C00006_[cyt] <=> C05753_[cyt] + C00005_[cyt] + C00080_[cyt],Lipid,A,
R342,slr0886,1.1.1.100,(R)-3-Hydroxydodecanoyl-[acp]_[cyt] + NADP+_[cyt] <=> 3-Oxododecanoyl-[acp]_[cyt] + NADPH_[cyt] + H+_[cyt],R04964,C05757_[cyt] + C00006_[cyt] <=> C05756_[cyt] + C00005_[cyt] + C00080_[cyt],Lipid,A,
R343,sll0330,1.1.1.100,(R)-3-Hydroxydodecanoyl-[acp]_[cyt] + NADP+_[cyt] <=> 3-Oxododecanoyl-[acp]_[cyt] + NADPH_[cyt] + H+_[cyt],R04964,C05757_[cyt] + C00006_[cyt] <=> C05756_[cyt] + C00005_[cyt] + C00080_[cyt],Lipid,A,
R344,sll5079,1.1.1.100,(R)-3-Hydroxydodecanoyl-[acp]_[cyt] + NADP+_[cyt] <=> 3-Oxododecanoyl-[acp]_[cyt] + NADPH_[cyt] + H+_[cyt],R04964,C05757_[cyt] + C00006_[cyt] <=> C05756_[cyt] + C00005_[cyt] + C00080_[cyt],Lipid,A,
R345,slr0886,1.1.1.100,(3R)-3-Hydroxytetradecanoyl-[acp]_[cyt] + NADP+_[cyt] <=> 3-Oxotetradecanoyl-[acp]_[cyt] + NADPH_[cyt] + H+_[cyt],R04566,C04688_[cyt] + C00006_[cyt] <=> C05759_[cyt] + C00005_[cyt] + C00080_[cyt],Lipid,A,
R346,sll0330,1.1.1.100,(3R)-3-Hydroxytetradecanoyl-[acp]_[cyt] + NADP+_[cyt] <=> 3-Oxotetradecanoyl-[acp]_[cyt] + NADPH_[cyt] + H+_[cyt],R04566,C04688_[cyt] + C00006_[cyt] <=> C05759_[cyt] + C00005_[cyt] + C00080_[cyt],Lipid,A,
R347,sll5079,1.1.1.100,(3R)-3-Hydroxytetradecanoyl-[acp]_[cyt] + NADP+_[cyt] <=> 3-Oxotetradecanoyl-[acp]_[cyt] + NADPH_[cyt] + H+_[cyt],R04566,C04688_[cyt] + C00006_[cyt] <=> C05759_[cyt] + C00005_[cyt] + C00080_[cyt],Lipid,A,
R348,slr0886,1.1.1.100,(3R)-3-Hydroxypalmitoyl-[acp]_[cyt] + NADP+_[cyt] <=> 3-Oxohexadecanoyl-[acp]_[cyt] + NADPH_[cyt] + H+_[cyt],R04543,C04633_[cyt] + C00006_[cyt] <=> C05762_[cyt] + C00005_[cyt] + C00080_[cyt],Lipid,A,
R349,sll0330,1.1.1.100,(3R)-3-Hydroxypalmitoyl-[acp]_[cyt] + NADP+_[cyt] <=> 3-Oxohexadecanoyl-[acp]_[cyt] + NADPH_[cyt] + H+_[cyt],R04543,C04633_[cyt] + C00006_[cyt] <=> C05762_[cyt] + C00005_[cyt] + C00080_[cyt],Lipid,A,
R350,sll5079,1.1.1.100,(3R)-3-Hydroxypalmitoyl-[acp]_[cyt] + NADP+_[cyt] <=> 3-Oxohexadecanoyl-[acp]_[cyt] + NADPH_[cyt] + H+_[cyt],R04543,C04633_[cyt] + C00006_[cyt] <=> C05762_[cyt] + C00005_[cyt] + C00080_[cyt],Lipid,A,
R351,slr0886,1.1.1.100,3-Oxostearoyl-[acp]_[cyt] + NADPH_[cyt] + H+_[cyt] <=> 3-Hydroxyoctadecanoyl-[acp]_[cyt] + NADP+_[cyt],R07763,C16219_[cyt] + C00005_[cyt] + C00080_[cyt] <=> C16220_[cyt] + C00006_[cyt],Lipid,A,
R352,sll0330,1.1.1.100,3-Oxostearoyl-[acp]_[cyt] + NADPH_[cyt] + H+_[cyt] <=> 3-Hydroxyoctadecanoyl-[acp]_[cyt] + NADP+_[cyt],R07763,C16219_[cyt] + C00005_[cyt] + C00080_[cyt] <=> C16220_[cyt] + C00006_[cyt],Lipid,A,
R353,sll5079,1.1.1.100,3-Oxostearoyl-[acp]_[cyt] + NADPH_[cyt] + H+_[cyt] <=> 3-Hydroxyoctadecanoyl-[acp]_[cyt] + NADP+_[cyt],R07763,C16219_[cyt] + C00005_[cyt] + C00080_[cyt] <=> C16220_[cyt] + C00006_[cyt],Lipid,A,
R354,sll1605,4.2.1.-,(3R)-3-Hydroxybutanoyl-[acp]_[cyt] <=> But-2-enoyl-[acp]_[cyt] + H2O_[cyt],R04428,C04618_[cyt] <=> C04246_[cyt] + C00001_[cyt],Lipid,A,
R355,sll1605,4.2.1.-,(R)-3-Hydroxyhexanoyl-[acp]_[cyt] <=> trans-Hex-2-enoyl-[acp]_[cyt] + H2O_[cyt],R04954,C05747_[cyt] <=> C05748_[cyt] + C00001_[cyt],Lipid,A,
R356,sll1605,4.2.1.-,(3R)-3-Hydroxyoctanoyl-[acp]_[cyt] <=> trans-Oct-2-enoyl-[acp]_[cyt] + H2O_[cyt],R04537,C04620_[cyt] <=> C05751_[cyt] + C00001_[cyt],Lipid,A,
R357,sll1605,4.2.1.-,(3R)-3-Hydroxydecanoyl-[acp]_[cyt] <=> trans-Dec-2-enoyl-[acp]_[cyt] + H2O_[cyt],R04535,C04619_[cyt] <=> C05754_[cyt] + C00001_[cyt],Lipid,A,
R358,sll1605,4.2.1.-,(R)-3-Hydroxydodecanoyl-[acp]_[cyt] <=> trans-Dodec-2-enoyl-[acp]_[cyt] + H2O_[cyt],R04965,C05757_[cyt] <=> C05758_[cyt] + C00001_[cyt],Lipid,A,
R359,sll1605,4.2.1.-,(3R)-3-Hydroxytetradecanoyl-[acp]_[cyt] <=> trans-Tetradec-2-enoyl-[acp]_[cyt] + H2O_[cyt],R04568,C04688_[cyt] <=> C05760_[cyt] + C00001_[cyt],Lipid,A,
R360,sll1605,4.2.1.-,(3R)-3-Hydroxypalmitoyl-[acp]_[cyt] <=> trans-Hexadec-2-enoyl-[acp]_[cyt] + H2O_[cyt],R04544,C04633_[cyt] <=> C05763_[cyt] + C00001_[cyt],Lipid,A,
